image,status,issues,duplicate_of,face_proportion,symmetry,report
frame002750.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame002750_portrait.json
frame002850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame002850_portrait.json
frame002950.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame002950_portrait.json
frame003050.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame003050_portrait.json
frame003250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame003250_portrait.json
frame003350.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame003350_portrait.json
frame003600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame003600_portrait.json
frame003800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame003800_portrait.json
frame003850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame003850_portrait.json
frame004100.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame004100_portrait.json
frame004800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame004800_portrait.json
frame004850.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame004850_portrait.json
frame005000.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame005000_portrait.json
frame005050.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame005050_portrait.json
frame006000.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame006000_portrait.json
frame006150.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame006150_portrait.json
frame006200.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame006200_portrait.json
frame006450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame006450_portrait.json
frame006750.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame006750_portrait.json
frame007000.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame007000_portrait.json
frame007050.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame007050_portrait.json
frame008000.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame008200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame008200_portrait.json
frame008250.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame008250_portrait.json
frame008300.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame008300_portrait.json
frame008650.jpg,warning,неподходящая яркость; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame008650_portrait.json
frame008800.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame008900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame008900_portrait.json
frame008950.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame008950_portrait.json
frame009350.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame009350_portrait.json
frame009500.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame009500_portrait.json
frame009800.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame009800_portrait.json
frame010000.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame010000_portrait.json
frame010050.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame010100.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame010100_portrait.json
frame010450.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame010450_portrait.json
frame010500.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame010500_portrait.json
frame010650.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame010650_portrait.json
frame010850.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame010850_portrait.json
frame011050.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame011100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame011100_portrait.json
frame011200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame011200_portrait.json
frame011250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame011250_portrait.json
frame012100.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame012100_portrait.json
frame012200.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame012200_portrait.json
frame012450.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame012450_portrait.json
frame012500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame012500_portrait.json
frame012800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame012800_portrait.json
frame013250.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame013250_portrait.json
frame013300.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame013650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame013650_portrait.json
frame013700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame013700_portrait.json
frame014150.jpg,warning,низкое исходное разрешение фотографии,,среднее,умеренная симметрия,frame014150_portrait.json
frame014300.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame014300_portrait.json
frame014500.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame014500_portrait.json
frame014550.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame014550_portrait.json
frame014600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame014600_portrait.json
frame014650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame014650_portrait.json
frame015400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame015400_portrait.json
frame015500.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame015500_portrait.json
frame015600.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame015600_portrait.json
frame015850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame015850_portrait.json
frame016600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame016600_portrait.json
frame016650.jpg,warning,низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame016650_portrait.json
frame017700.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame017900.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame018900.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame018900_portrait.json
frame019600.jpg,warning,сильный наклон головы; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame019600_portrait.json
frame019650.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame019750.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame019800.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame019900.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame020100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame020100_portrait.json
frame020150.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame020150_portrait.json
frame020200.jpg,warning,сильный наклон головы; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame020200_portrait.json
frame020300.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame020300_portrait.json
frame020350.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame020350_portrait.json
frame020850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame020850_portrait.json
frame020900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame020900_portrait.json
frame021400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame021400_portrait.json
frame021450.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame021450_portrait.json
frame022350.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame022350_portrait.json
frame022450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame022450_portrait.json
frame022950.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame022950_portrait.json
frame023500.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame023550.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame023750.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame023750_portrait.json
frame023950.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame023950_portrait.json
frame024300.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame024300_portrait.json
frame026000.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame026000_portrait.json
frame026250.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame026400.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame026450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame026450_portrait.json
frame026500.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame026500_portrait.json
frame026550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame026550_portrait.json
frame026800.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame026800_portrait.json
frame026850.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame026850_portrait.json
frame028750.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame028750_portrait.json
frame028900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame028900_portrait.json
frame029400.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame029450.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкий контраст; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,вытянутое,умеренная симметрия,frame029450_portrait.json
frame029650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame029650_portrait.json
frame029850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame029850_portrait.json
frame029900.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame029900_portrait.json
frame030000.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame030000_portrait.json
frame030150.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame030150_portrait.json
frame030250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame030250_portrait.json
frame030350.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame030350_portrait.json
frame031200.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame031200_portrait.json
frame031450.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame031450_portrait.json
frame031650.jpg,warning,лицо заметно повернуто,,среднее,выраженная асимметрия,frame031650_portrait.json
frame031850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame031850_portrait.json
frame031950.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame031950_portrait.json
frame032450.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame032600.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame032600_portrait.json
frame032650.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame032650_portrait.json
frame033000.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame033000_portrait.json
frame033050.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame033050_portrait.json
frame033500.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame033550.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame033600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame033600_portrait.json
frame033950.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame033950_portrait.json
frame034100.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame034100_portrait.json
frame034250.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame034250_portrait.json
frame034650.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame034650_portrait.json
frame034900.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame034900_portrait.json
frame035650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame035650_portrait.json
frame036700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame036700_portrait.json
frame037150.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame037150_portrait.json
frame037500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame037500_portrait.json
frame037700.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame037700_portrait.json
frame037850.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame037850_portrait.json
frame037900.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame037900_portrait.json
frame038100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame038100_portrait.json
frame038900.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame038900_portrait.json
frame039000.jpg,warning,низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame039000_portrait.json
frame040050.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame040050_portrait.json
frame040300.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame040300_portrait.json
frame040950.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame040950_portrait.json
frame041000.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame041000_portrait.json
frame041250.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame041250_portrait.json
frame041550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame041550_portrait.json
frame041600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame041600_portrait.json
frame042900.jpg,warning,рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame042900_portrait.json
frame043350.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame043350_portrait.json
frame043400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame043400_portrait.json
frame043500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame043500_portrait.json
frame044400.jpg,warning,лицо заметно повернуто,,среднее,выраженная асимметрия,frame044400_portrait.json
frame044600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame044600_portrait.json
frame044800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame044800_portrait.json
frame046000.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame046000_portrait.json
frame046150.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame046150_portrait.json
frame046200.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame046250.jpg,warning,неподходящая яркость; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame046250_portrait.json
frame047150.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame047150_portrait.json
frame047550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame047550_portrait.json
frame047750.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame047750_portrait.json
frame048150.jpg,warning,низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame048150_portrait.json
frame050400.jpg,warning,неподходящая яркость; низкий контраст; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame050400_portrait.json
frame051400.jpg,warning,низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame051400_portrait.json
frame052650.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame052650_portrait.json
frame052800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame052800_portrait.json
frame053200.jpg,warning,лицо заметно повернуто,,среднее,выраженная асимметрия,frame053200_portrait.json
frame053250.jpg,passed,,,широкое,выраженная асимметрия,frame053250_portrait.json
frame053500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame053500_portrait.json
frame053550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame053550_portrait.json
frame053750.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame053750_portrait.json
frame054400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame054400_portrait.json
frame054700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame054700_portrait.json
frame057300.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame057500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame057500_portrait.json
frame057950.jpg,passed,,,широкое,умеренная симметрия,frame057950_portrait.json
frame058100.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame058400.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame058400_portrait.json
frame058450.jpg,passed,,,широкое,выраженная асимметрия,frame058450_portrait.json
frame059050.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame059050_portrait.json
frame059100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame059100_portrait.json
frame059200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame059200_portrait.json
frame059600.jpg,passed,,,широкое,умеренная симметрия,frame059600_portrait.json
frame059650.jpg,warning,сильный наклон головы; лицо заметно повернуто; фотография размыта; низкий контраст,,широкое,выраженная асимметрия,frame059650_portrait.json
frame060450.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame060700.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame060700_portrait.json
frame060750.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame060750_portrait.json
frame060900.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame060900_portrait.json
frame060950.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame060950_portrait.json
frame061000.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame061000_portrait.json
frame061350.jpg,error,На фотографии найдено несколько лиц; требуется одно лицо,,,,
frame061950.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame061950_portrait.json
frame062000.jpg,warning,сильный наклон головы; лицо заметно повернуто,,среднее,выраженная асимметрия,frame062000_portrait.json
frame062100.jpg,warning,низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame062100_portrait.json
frame062250.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame062250_portrait.json
frame062800.jpg,warning,низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame062800_portrait.json
frame065350.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame065350_portrait.json
frame065500.jpg,warning,лицо заметно повернуто; неподходящая яркость; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame065500_portrait.json
frame065700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame065700_portrait.json
frame066100.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame066100_portrait.json
frame066550.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame066550_portrait.json
